Post date,Age,ReviewRating,ProfilePhoto,Tokens,Characters,Paragraphs,Sentences,Sentences per Paragraph,Tokens per Sentence,Characters per Token,Passive Sentences,HardToSpellWords,SimilarWords,NetLingo,Nouns,Verbs,Adverbs,Adjectives,Polarity ,FLESCH_READING,FLESCH_KINCAID,ARI,COLEMAN_LIAU,GUNNING_FOG,SMOG_INDEX,COMPLEXWORDS,SYLLABLES,Smileys,HashTags,SpellMistakes,StopWords,TitleDepth,TitlePolarity,AboutDisclosure,BadgeCount,MemberSince,Past Ratings,AveragPastRatings,PastReviews,HelpfulVotes  ,TotalVotes,Helpfulness,Label
9/20/2017,32,7,0,246,1.134,7,8,1.1,30.5,4.4,55.9,1.21703854,45.03042596,0,2.168102168,0.267300267,0.594000594,1.544401544,0.955115056,38.561,15.036,15.822,11.777,17.2,14.402,65,710,0.379095586,0,7.707910751,40.77079108,11,0.145271643,0,8,9,1175.00,7.502979,106.00,27,47,57.44680851,Low
9/21/2017,31,1,0,267,1.215,1,3,3,89,4.4,0,1.805054152,32.85198556,0,0.994749931,0.359215253,0.497374965,0.386847195,2.029621792,55.359,13.394,14.842,9.785,16,12.487,24,357,0.352644836,0,3.971119134,53.42960289,9,0,0,8,9,1175.00,7.502979,106.00,28,49,57.14285714,Low
9/23/2017,29,8,0,983,4.554,6,47,7.8,20.9,4.5,62.1,0.694444444,38.19444444,0,1.207605344,0.205549846,0.462487153,0.513874615,-0.167329462,-51.412,54.962,68.011,9.137,58.4,20.321,20,385,0.32879286,0,2.083333333,49.30555556,16,0,0,8,9,1175.00,7.502979,106.00,8,10,80,High
9/23/2017,29,7,0,621,2.765,13,22,2,27.4,4.3,61.8,1.110083256,32.46993525,0,2.569855191,0.73424434,1.182949215,1.83561085,10.93459081,64.322,9.658,9.892,8.853,12,10.705,93,1448,0.299681588,0,3.330249769,51.52636448,10,0,0,8,9,1175.00,7.502979,106.00,12,18,66.66666667,High
9/22/2017,30,6,0,80,376,1,6,6,13.3,4.5,72.7,0.702247191,34.69101124,0,1.388137732,0.360555255,0.739138273,0.630971696,0.929601222,36.752,21.155,24.584,8.968,24.4,15.247,60,869,0.297471492,0,6.601123596,48.59550562,9,-0.025272109,0,8,9,1175.00,7.502979,106.00,17,28,60.71428571,High
10/8/2017,14,0,1,556,2.762,9,21,2.3,26.4,4.7,49.8,0,37.11340206,0,0.159801136,0.035511364,0.142045455,0.159801136,1.211010516,74.317,6.289,6.024,7.987,8.8,9.325,8,115,0.341574496,0,2.06185567,38.1443299,11,0,0,3,3.9,198.00,7.030303,198.00,6,7,85.71428571,High
9/21/2017,31,8,1,124,529,3,7,2.3,17.7,4.1,74.9,1.141226819,43.22396576,0,1.301204819,0.257028112,0.578313253,0.86746988,-0.982847658,51.71,13.189,14.111,9.669,15.2,12.721,63,856,0.394218134,0,7.845934379,36.66191155,6,0.50876322,0,3,3.9,198.00,7.030303,198.00,21,37,56.75675676,Low
9/21/2017,31,8,1,341,1.605,1,15,15,22.7,4.5,62.6,0,31.65467626,0,0.31496063,0.078740157,0.125984252,0.11023622,1.732019991,77.715,6.856,6.866,7.42,8.4,8.071,6,164,0.386376646,0,2.158273381,52.51798561,9,0.120918575,0,3,3.9,198.00,7.030303,198.00,28,51,54.90196078,Low
9/29/2017,23,1,1,941,4.18,22,26,1.5,27.6,4.2,58.3,0.748129676,31.17206983,0,0.806692561,0.179265013,0.283836271,0.358530027,2.610152905,63.472,10.07,11.22,9.774,11.6,10.348,27,486,0.406008932,0,4.239401496,50.87281796,8,0,0,3,3.9,198.00,7.030303,198.00,9,14,64.28571429,High
9/22/2017,30,10,1,68,326,1,2,2,34,4.7,45.4,1.335877863,33.39694656,0,2.074634656,0.639352818,0.939457203,1.004697286,4.68863282,53.781,14.151,15.612,9.397,16.8,12.655,87,1328,0.545217494,0,1.908396947,52.57633588,3,0.020271643,0,3,3.9,198.00,7.030303,198.00,9,14,64.28571429,High
9/22/2017,30,8,1,155,690,1,11,11,14,4.3,66.9,0,40.54054054,0,0.155179103,0.025863184,0.012931592,0.064657959,0.05730311,44.304,15.651,17.663,11.516,19.2,15.247,10,104,0.54047703,0,2.702702703,47.2972973,12,0,0,3,3.9,198.00,7.030303,198.00,10,16,62.5,High
9/21/2017,31,0,1,441,2.146,8,19,2.3,21.1,4.7,55,1.149425287,29.88505747,0,0.253453301,0.114053986,0.114053986,0.139399316,-2.024503051,65.504,8.048,6.204,7.878,11.2,11.124,22,234,0.52964882,0,2.873563218,48.85057471,5,0,0,3,16,0.00,0,1657.00,10,16,62.5,High
10/4/2017,18,8,1,91,418,1,4,4,22.7,4.5,58.2,1.960784314,41.56862745,0,0.851523147,0.167905973,0.323818662,0.443751499,-0.652526156,50.66,12.363,12.819,10.502,14.4,12.832,58,692,0.511147363,0,7.058823529,40.39215686,21,0.55030622,0,3,16,0.00,0,1657.00,3,3,100,High
9/23/2017,29,7,1,549,2.566,9,27,3.3,20.1,4.5,59.8,0.980392157,32.35294118,0,0.106698281,0.023710729,0.106698281,0.071132187,0.217569781,62.735,10.533,10.409,7.853,12.8,10.746,8,137,0.516295579,0,2.941176471,51.96078431,8,0.21,0,3,16,0.00,0,1657.00,4,5,80,High
10/12/2017,10,2,1,172,792,1,14,14,12.2,4.4,68.9,1.687116564,34.35582822,0,0.977886432,0.13334815,0.588954328,0.444493833,0.943513733,60.917,10.152,9.826,8.723,12,11.038,56,826,0.512614333,0,6.134969325,46.62576687,1,0,0,3,16,0.00,0,1657.00,5,7,71.42857143,High
9/22/2017,30,7,1,672,2.999,3,40,13.3,16.8,4.3,73.8,2.450980392,34.80392157,0,0.218007412,0.010900371,0.152605189,0.1853063,1.776302048,69.104,6.691,5.413,8.041,9.6,9.708,21,256,0.502314587,0,9.31372549,41.17647059,11,-0.022482993,0,3,16,0.00,0,1657.00,9,15,60,Low
9/21/2017,31,6,1,571,2.814,12,11,1.1,51,4.8,26.6,1.564537158,32.72490222,0,1.094446696,0.344548034,0.314146737,0.405350628,5.753993179,73.768,7.416,7.034,7.604,10,9.737,59,948,0.467032967,0,2.868318123,49.54367666,15,-1.221040668,0,3,16,0.00,0,1657.00,18,33,54.54545455,Low
9/20/2017,32,0,0,553,2.554,9,27,3.3,19.5,4.5,68.3,1.597444089,44.7284345,0,0.917518876,0.162477301,0.363184555,0.544776833,0.545997244,29.51,21.503,24.991,11.144,23.2,14.832,56,895,0.450372423,0,6.869009585,43.76996805,11,0,1,5,9,225.00,7.617778,33.00,21,39,53.84615385,Low
10/13/2017,9,6,0,282,1.25,1,21,21,13.4,4.3,73.5,0.805152979,34.4605475,0,0.816104461,0.17228872,0.326441785,0.344577439,5.80757533,67.155,9.091,9.599,8.918,10.8,9.831,42,791,0.460261363,0,4.186795491,49.59742351,3,0,1,5,9,225.00,7.617778,33.00,2,2,100,High
10/4/2017,18,8,0,332,1.557,8,16,2,20.7,4.5,61.9,0.641025641,30.44871795,0,0.300565771,0.114922207,0.247524752,0.221004243,-1.124674021,73.06,6.429,5.565,7.502,8.8,9.211,27,403,0.448753907,0,5.769230769,55.76923077,7,0,1,5,9,225.00,7.617778,33.00,2,2,100,High
10/3/2017,19,7,0,146,672,1,13,13,11.2,4.4,73.7,1.272264631,38.42239186,0,0.489354396,0.120192308,0.128777473,0.214629121,5.181557895,61.167,9.883,10.154,9.723,12,10.984,34,489,0.450590429,0,6.106870229,40.96692112,1,0,1,5,9,225.00,7.617778,33.00,2,2,100,High
10/4/2017,18,3,0,59,304,1,5,5,11.8,4.9,57.2,1.183431953,34.31952663,0,0.220395016,0.016953463,0.05933712,0.093244045,2.963862474,75.811,5.514,4.662,7.71,8,8.684,14,209,0.444751169,0,3.550295858,44.9704142,9,-0.083333333,1,5,9,225.00,7.617778,33.00,3,4,75,High
9/28/2017,24,7,0,60,277,5,5,1,12,4.4,74.8,0,44.28571429,0,0.059036856,0.016867673,0.050603019,0.042169183,0.13170329,55.77,8.412,7.86,11.45,10.8,10.746,10,97,0.450003814,0,2.857142857,34.28571429,10,0.504753479,1,5,9,225.00,7.617778,33.00,3,4,75,High
9/27/2017,25,6,0,173,861,5,13,2.6,13.3,4.8,61.2,0,41.66666667,0,0.092281879,0.016778523,0.041946309,0.083892617,1.696381337,77.217,5.619,4.383,6.601,7.2,7.899,4,87,0.455131609,0,5.555555556,36.11111111,12,0.270271643,1,5,9,225.00,7.617778,33.00,3,4,75,High
10/4/2017,18,3,1,677,3.308,11,27,2.7,25,4.7,52.6,0.975609756,37.07317073,0,0.223195834,0.041332562,0.090931636,0.099198148,-0.34853094,61.782,7.948,7.712,10.322,10.4,10.285,23,269,0.448162534,0,5.853658537,39.02439024,6,-0.375,0,9,3.1,972.00,6.66358,22.00,4,6,66.66666667,High
9/23/2017,29,9,1,57,249,1,7,7,8.1,4.2,90.2,1.181102362,38.45144357,0,0.820568928,0.218818381,0.28915286,0.476711472,6.249647627,53.2,12.353,13.009,9.871,14.8,12.487,81,1063,0.424028269,0,6.036745407,46.19422572,2,0,0,9,3.1,972.00,6.66358,22.00,4,6,66.66666667,High
9/23/2017,29,8,1,91,486,1,8,8,11.3,5.2,53,0,30.43478261,0,0.1011201,0.007778469,0.038892346,0.023335408,1.686505211,89.565,2.896,1.46,4.465,5.2,6.586,3,77,0.421970603,0,2.898550725,42.02898551,6,-0.605231477,0,9,3.1,972.00,6.66358,22.00,5,8,62.5,High
9/27/2017,25,3,1,128,595,2,6,3,21.3,4.5,65.5,1.960784314,45.09803922,0,0.123571208,0,0.054062403,0.100401606,0.76605504,53.609,8.701,8.145,11.838,11.2,10.746,16,157,0.418965156,0,4.901960784,36.2745098,1,-0.75,0,9,3.1,972.00,6.66358,22.00,6,10,60,Low
9/28/2017,24,2,1,455,1.851,5,36,7.2,12.6,3.9,84.6,0.694444444,29.86111111,0,0.168221441,0.030585716,0.091757149,0.053525004,0.518897645,66.492,9.409,10.268,9.188,12,10.746,12,183,0.414794331,0,2.777777778,54.86111111,5,0.347627737,0,9,3.1,972.00,6.66358,22.00,7,12,58.33333333,Low
9/22/2017,30,7,1,71,345,2,7,3.5,10.1,4.6,72.6,1.338432122,30.01912046,0,0.553873421,0.110774684,0.192009453,0.295399158,-0.825271165,85.18,4.688,3.541,5.097,6.4,6.985,18,579,0.400320256,0,1.147227533,47.41873805,5,-0.570640666,0,9,3.1,972.00,6.66358,22.00,7,12,58.33333333,Low
9/22/2017,30,8,1,901,4.586,5,33,6.6,27.3,4.9,45.1,5,40,0,0.095489937,0.022036139,0.044072279,0.036726899,0.876707783,71.49,6.915,7.162,8.826,8.8,9,6,104,0.39819485,0,3.75,41.25,7,0.106020408,0,9,3.1,972.00,6.66358,22.00,7,12,58.33333333,Low
9/27/2017,25,2,1,369,1.695,10,20,2.2,18.3,4.4,68.2,0.834105653,41.89063948,0,0.886963696,0.110011001,0.25440044,0.598184818,3.449971108,48.637,13.241,14.395,10.971,15.6,12.985,113,1429,0.402551558,0,8.341056534,41.05653383,12,0,0,9,3.1,972.00,6.66358,22.00,9,16,56.25,Low
9/21/2017,31,0,1,952,4.56,10,37,3.7,25.7,4.7,54,1.146788991,36.69724771,0,0.328088383,0.127217944,0.180783395,0.160696351,-3.422459545,66.453,9.207,9.231,8.412,12.4,11.165,40,532,0.410058494,0,5.963302752,43.57798165,6,0.63376322,1,2,2.9,0.00,0,0.00,9,16,56.25,Low
9/23/2017,29,2,1,58,262,2,5,2.5,11.6,4.4,72.5,1.238095238,40.0952381,0,0.929648241,0.131909548,0.452261307,0.477386935,3.559897783,52.744,12.462,13.168,9.955,14.8,12.358,108,1470,0.408325299,0,4.19047619,47.23809524,11,0.559783628,1,2,2.9,0.00,0,0.00,10,18,55.55555556,Low
9/24/2017,28,3,1,260,1.242,9,28,3.1,9.1,4.6,79.3,1.538461538,35.38461538,0,0.075098567,0.018774642,0.006258214,0.037549283,-0.440388609,72.977,6.012,4.827,7.657,7.6,8.477,5,85,0.40682563,0,3.076923077,49.23076923,7,0,1,2,2.9,0.00,0,0.00,12,22,54.54545455,Low
9/26/2017,26,1,1,108,480,1,9,9,12,4.3,73.2,0.660066007,39.6039604,0,0.307768066,0.049242891,0.123107226,0.153884033,-3.348116044,76.784,5.423,5.494,8.639,7.2,7.978,19,372,0.405533026,0,1.650165017,40.59405941,2,0,1,2,2.9,0.00,0,0.00,13,24,54.16666667,Low
9/22/2017,30,2,1,93,421,1,11,11,8.4,4.3,85.4,0.8,28.8,0,0.073358601,0.01833965,0.042792517,0.042792517,-1.059059083,77.528,5.482,4.163,6.563,9.6,9.831,14,152,0.402736401,0,4.8,50.4,2,-0.570640666,1,2,2.9,0.00,0,0.00,13,24,54.16666667,Low
9/21/2017,31,0,1,154,730,2,10,5,15.4,4.6,64.8,1.754385965,33.33333333,0,0.091157703,0.024308721,0.066848982,0.042540261,0.849052485,-5.001,38.054,46.396,8.367,42,18.492,8,130,0.400219298,0,5.263157895,50,10,0.63376322,1,2,2.9,0.00,0,0.00,13,24,54.16666667,Low
9/21/2017,31,7,1,74,323,2,4,2,18.5,4.3,72.5,3.389830508,37.85310734,0,0.126407031,0.030096912,0.054174442,0.102329501,3.800361483,65.347,8.045,7.63,9.724,10,10.141,17,233,0.401802682,0,1.694915254,44.06779661,5,0.034090909,1,2,2.9,0.00,0,0.00,13,24,54.16666667,Low
9/22/2017,30,1,1,68,282,1,4,4,17,4,78.8,0,27.84810127,0,0.089884947,0.01198466,0.017976989,0.059923298,1.5256089,72.748,7.771,7.853,8.095,9.2,8.477,4,102,0.400086505,0,3.797468354,59.49367089,5,0.031722484,1,2,2.9,0.00,0,0.00,17,32,53.125,Low
9/19/2017,33,3,1,718,3.472,8,35,4.3,20.5,4.6,58,3.75,31.25,0,0.071603318,0.017900829,0.035801659,0.053702488,0.073637459,79.196,6.623,5.356,5.599,8.4,7.743,3,92,0.39836348,0,0,50,4,0,0,9,1.2,1038.00,5.857418,48.00,24,46,52.17391304,Low
10/14/2017,8,7,1,253,1.163,4,13,3.2,19.4,4.4,68.7,1.564380265,38.02647413,0,0.686106346,0.165809034,0.222984563,0.371640938,0.486576206,60.406,10.115,10.172,9.428,12.8,11.635,87,1098,0.381305714,0,5.655836342,43.2009627,5,0.039306523,0,9,1.2,1038.00,5.857418,48.00,1,1,100,High
10/14/2017,8,8,1,302,1.55,1,16,16,18.8,4.9,56.4,2.040816327,28.91156463,0,0.231011945,0.028172188,0.084516565,0.107054316,7.647473152,66.617,8.879,8.981,8.868,10.8,9.961,21,365,0.38576722,0,3.401360544,53.06122449,11,0,0,9,1.2,1038.00,5.857418,48.00,1,1,100,High
10/3/2017,19,8,1,466,2.251,5,28,5.6,16.6,4.6,61.2,1.377410468,47.6584022,0,0.299003322,0.033222591,0.088593577,0.132890365,-2.305930275,57.078,10.127,10.551,11.04,12,11.329,37,478,0.393740032,0,5.509641873,34.15977961,6,0,0,9,1.2,1038.00,5.857418,48.00,1,1,100,High
10/2/2017,20,7,1,174,1.036,1,7,7,24.8,5.8,20.6,1.838235294,42.27941176,0,0.372148212,0.075508333,0.204951189,0.210344642,-3.237508741,61.969,8.839,8.532,10.039,11.2,10.676,55,718,0.407608696,0,4.963235294,41.36029412,7,0.41791597,0,9,1.2,1038.00,5.857418,48.00,1,1,100,High
10/2/2017,20,0,1,298,1.508,5,9,1.8,33.1,4.8,35.2,1.97044335,47.29064039,0,0.176244392,0.005340739,0.074770348,0.096133305,-3.686989651,24.725,16.27,17.63,15.789,20.8,17.491,49,335,0.408437845,0,4.926108374,35.4679803,7,0.083333333,0,9,1.2,1038.00,5.857418,48.00,1,1,100,High
10/1/2017,21,0,1,147,804,1,2,2,73.5,5.2,26.2,1.988636364,43.75,0,0.215471936,0.021021652,0.147151566,0.131385327,2.093625528,33.749,18.148,19.832,11.649,20.4,15.698,43,489,0.401644379,0,12.21590909,40.625,14,0.5,0,6,16,1615.00,7.260062,2756.00,1,1,100,High
10/14/2017,8,3,1,269,1.232,8,12,1.7,18.4,4.3,63.7,1.123595506,50.56179775,0,0.135550805,0.02085397,0.02085397,0.052134925,-1.723801699,-5.004,33.21,40.141,12.738,35.6,19.882,19,244,0.402980179,0,19.1011236,28.65168539,8,0,0,6,16,1615.00,7.260062,2756.00,2,3,66.66666667,High
10/11/2017,11,1,1,92,420,1,1,1,92,4.4,0,2.058823529,29.11764706,0,0.128349933,0.046205976,0.092411952,0.112947941,0.160692056,53.51,14.273,15.094,8.537,16.4,11.66,20,383,0.396660671,0,3.235294118,45.88235294,5,0.116788321,0,6,16,1615.00,7.260062,2756.00,2,3,66.66666667,High
10/9/2017,13,2,1,206,891,1,14,14,14.7,4.1,73.2,3.921568627,36.2745098,0,0.066414632,0.020435271,0.030652907,0.051088178,1.682203376,-12.775,38.393,46.013,9.765,41.2,19.432,9,138,0.399394023,0,3.921568627,51.96078431,1,0,0,6,16,1615.00,7.260062,2756.00,2,3,66.66666667,High
10/8/2017,14,1,1,107,445,1,6,6,17.8,4,72.7,2.928870293,33.05439331,0,0.171847359,0.035380339,0.060652009,0.106141016,1.860635898,74.461,6.618,5.169,7.039,9.2,9.211,18,292,0.3996004,0,4.184100418,48.53556485,5,-0.665,0,6,16,1615.00,7.260062,2756.00,2,3,66.66666667,High
10/3/2017,19,3,1,108,494,1,6,6,17.8,4.4,59,1.639344262,32.78688525,0,0.075384461,0.030153784,0.025128154,0.045230676,2.101099385,73.299,7.466,5.798,6.099,10.4,10.071,10,146,0.397398844,0,3.278688525,40.16393443,7,-0.136363636,0,6,16,1615.00,7.260062,2756.00,2,3,66.66666667,High
9/29/2017,23,6,1,945,4.866,1,25,25,37.8,4.9,30.7,0.81300813,31.70731707,0,0.089959518,0.029986506,0.054975261,0.024988755,0.136210989,55.943,10.011,8.161,8.741,12.8,11.944,16,172,0.395203665,0,3.25203252,51.2195122,4,0,0,6,16,1615.00,7.260062,2756.00,2,3,66.66666667,High
10/3/2017,19,2,1,217,1.002,7,14,2,15.5,4.4,73.7,0.981266726,48.61730598,0,0.710504983,0.152591674,0.090601307,0.26226694,-0.568539816,36.86,16.402,18.013,12.675,18.4,14.507,128,1556,0.380537028,0,12.13202498,34.52274755,3,-0.125,0,6,16,1615.00,7.260062,2756.00,3,5,60,Low
10/1/2017,21,8,1,236,1.145,5,15,3,15.7,4.6,61.4,1.568627451,32.94117647,0,0.150964759,0.061329433,0.117941218,0.066047082,2.347127277,72.59,7.73,8.251,8.75,10.8,10.071,20,303,0.376432771,0,2.745098039,46.2745098,2,0,0,6,16,1615.00,7.260062,2756.00,3,5,60,Low
9/29/2017,23,3,1,506,2.363,10,28,3.1,16.5,4.4,66.2,1.433691756,36.55913978,0,0.102588016,0.013989275,0.135229657,0.088598741,5.724117324,63.695,8.35,7.922,9.901,10.4,10.071,25,360,0.392943734,0,10.39426523,43.36917563,1,0,0,6,16,1615.00,7.260062,2756.00,3,5,60,Low
9/26/2017,26,0,0,846,3.839,6,38,6.3,22.2,4.4,60.7,1.5,36.83333333,0,0.409519043,0.054602539,0.17290804,0.209309733,0.997728873,63.629,9.049,8.722,9.165,11.6,11.097,59,744,0.391485197,0,3.5,41.16666667,8,0,0,3,12,1137.00,7.009675,135.00,3,5,60,Low
9/23/2017,29,7,0,149,734,3,12,4,12.4,4.7,63,1.355578728,34.51511992,0,0.564502013,0.070015754,0.26693506,0.310694906,1.367338778,64.087,10.106,9.922,7.845,12.8,11.143,84,1246,0.376751305,0,4.692387904,49.53076121,8,-0.152001238,0,3,12,1137.00,7.009675,135.00,3,5,60,Low
9/23/2017,29,8,0,777,3.449,6,30,5,25.9,4.3,58.3,0.581395349,33.72093023,0,0.073896979,0.030428168,0.056509454,0.073896979,0.13939091,64.162,7.498,6.702,9.355,9.6,9.892,19,236,0.374225237,0,8.720930233,45.93023256,4,0,0,3,12,1137.00,7.009675,135.00,3,5,60,Low
9/23/2017,29,8,0,205,927,6,8,1.3,25.6,4.4,58.2,2.552204176,30.85846868,0,0.54229023,0.109298806,0.294266016,0.227005213,-0.432456247,58.115,11.621,11.82,8.502,14.4,12.11,83,1129,0.365830662,0,1.62412993,54.87238979,4,0,0,3,12,1137.00,7.009675,135.00,3,5,60,Low
10/1/2017,21,1,0,100,461,3,6,2,16.6,4.4,63,1.843317972,42.85714286,0,0.17921147,0.041677086,0.02917396,0.062515629,0.743952053,57.084,11.694,12.366,9.362,14.4,12.287,23,301,0.362860991,0,3.225806452,47.46543779,1,0,0,3,12,1137.00,7.009675,135.00,4,7,57.14285714,Low
9/30/2017,22,2,0,104,488,2,6,3,17.3,4.4,68,1.739130435,33.04347826,0,0.066398307,0.016599577,0.024899365,0.045648836,-0.667143108,66.546,7.562,6.256,7.801,10.4,10.464,13,150,0.361306664,0,1.739130435,46.08695652,1,0,0,3,12,1137.00,7.009675,135.00,4,7,57.14285714,Low
9/27/2017,25,7,0,410,1.908,8,21,2.6,19.5,4.5,66.5,4.918032787,28.68852459,0,0.057839289,0.016525511,0.033051023,0.049576534,-1.847092272,59.422,11.554,11.949,8.371,12.8,10.246,7,151,0.363380177,0,4.098360656,50,9,0.02066208,0,3,12,1137.00,7.009675,135.00,4,7,57.14285714,Low
9/23/2017,29,9,0,83,433,1,6,6,13.8,5,56.2,1.046025105,32.42677824,0,0.255733712,0.056829714,0.105540897,0.14613355,0.811502184,63.462,9.376,9.193,8.99,11.6,10.653,41,611,0.364338543,0,2.510460251,50.83682008,19,0.000533283,0,3,12,1137.00,7.009675,135.00,4,7,57.14285714,Low
9/28/2017,24,3,0,153,617,7,7,1,21.8,3.8,74,1,44,0,0.056636595,0,0.03640924,0.016181884,0.56144725,53.115,9.37,8.649,10.957,11.2,10.746,12,140,0.363015936,0,11,33,5,0.212289875,0,3,12,1137.00,7.009675,135.00,6,11,54.54545455,Low
9/22/2017,30,1,0,75,348,1,6,6,12.5,4.5,63.2,1.226993865,28.2208589,0,0.080408475,0.03216339,0.060306356,0.044224661,-0.783971855,79.646,6.964,6.004,5.392,8.8,7.743,6,197,0.360880549,0,2.45398773,52.7607362,9,0,0,3,17,374.00,5.751337,383.00,19,37,51.35135135,Low
10/14/2017,8,5,0,59,286,1,2,2,29.5,4.7,50.7,3.614457831,37.34939759,0,0.052104208,0.012024048,0.032064128,0.036072144,0.234755453,63.739,7.516,5.912,8.472,9.2,9.708,9,117,0.359802828,0,1.204819277,45.78313253,4,0,0,2,6,0.00,0,0.00,1,2,50,Low
10/12/2017,10,0,1,360,1.651,10,10,1,36,4.4,46.4,3.03030303,39.39393939,0,0.035987045,0.003998561,0.019992803,0.027989924,0.142739406,52.305,13.417,15.393,10.49,15.2,11.66,5,88,0.358950429,0,7.575757576,48.48484848,3,0,0,5,7,6265.00,6.328332,2457.00,1,2,50,Low
10/5/2017,17,6,1,198,896,5,7,1.4,28.2,4.4,52.9,1.225490196,37.74509804,0,0.248256295,0.043346337,0.07093037,0.114276707,-0.40021733,46.022,15.933,17.486,9.981,18,13.247,35,535,0.353769413,0,4.166666667,47.54901961,3,0,0,5,7,6265.00,6.328332,2457.00,1,2,50,Low
